html_url,path,commit_sha,line_no,pattern,priority,feedback,note,good/bad,,
https://github.com/GitHubNJUPT528/ctontcm/pull/6,MatchAndPlan/src/transferCenterRoutePlanning/Util/RoutePlanByGreey.java,59703b589f3bfcb160d825be248a3d61d1f6dcfb,63,NM_METHOD_NAMING_CONVENTION,3,,,,,
https://github.com/code4tomorrow/java/pull/22,src/com/codefortomorrow/beginner/chapter2/solutions/VariableTypes.java,508db44ef4c6d814289390d83caf3bcd220935ee,18,CNT_ROUGH_CONSTANT_VALUE,2,fixed,fix,Accept and fix,,
https://github.com/Marc-JB/DevOps/pull/6,src/main/java/nl/avans/devops/code/vcs/git/GitBranch.java,632fefc40d393597281be134dd65fd972108bafb,37,DMI_RANDOM_USED_ONLY_ONCE,1,,,,,
https://github.com/hiroki1994/snitch/pull/34,src/test/java/com/example/demo/GlobalControllAdviceTest.java,dde23ca238a22a8128e7b9585b7d4c8f3c91e04c,23,NM_METHOD_NAMING_CONVENTION,2,Thank you!I overlooked this. I'll fix these names of method.,,Accept and fix,,
https://github.com/UlyaVoropaeva/homework_2021/pull/1,src/Lesson_1/Lesson_1.java,46ce7daa94e5dad4409e940a4eccfec2d2792341,30,CNT_ROUGH_CONSTANT_VALUE,1,,,,,
https://github.com/UlyaVoropaeva/homework_2021/pull/1,src/Lesson_1/Lesson_1.java,46ce7daa94e5dad4409e940a4eccfec2d2792341,87,NM_METHOD_NAMING_CONVENTION,3,,,,,
https://github.com/Yerke16/NurbazarovaYerkezhan/pull/1,Builder.java,047cd8b9dc32f0231dc3f8734165a2f03b027eb8,6,NM_METHOD_NAMING_CONVENTION,3,,,,,
https://github.com/indiviomaster/algorythms/pull/7,src/ru/indivio/algorithms/GrgaphWayTest.java,a9cd3abaf1ae8f5d9801c9529fb6085623a64c9a,11,NM_METHOD_NAMING_CONVENTION,3,,,,,
https://github.com/foo4u/conventional-commits-for-java/pull/12,conventional-commits-common/src/main/java/com/smartling/cc4j/semantic/release/common/changelog/ChangelogGenerator.java,a38b6a58a520ece6b01096ed8167e4dba76e7637,67,VA_FORMAT_STRING_USES_NEWLINE,2,"Hi @lillieMaiBauer, i added a spot bugs plugin to the project.%n - looks the right thing to do. But i realized this case:1.CI server uses Unix based OS with \n line separator - changelog contains \n as a line separator 2.For some reason we decided to perform release from Windows host - which will replace \n to \r\n in the changelog file
I am not sure if this is the correct behavior? I can see in many sources that %n should be used, however - is the case described above ok - so we really want to use platform specific separator in generated changelog file?",Add spot bugs,Accept,,
https://github.com/acoli-repo/conll-rdf/pull/48,src/main/java/org/acoli/conll/rdf/CoNLLRDFUpdater.java,4f49b0dd21f0cfe1898b860851c18fcd891fdf13,284,DM_STRING_VOID_CTOR,2,,merged,,,
https://github.com/acoli-repo/conll-rdf/pull/48,src/main/java/org/acoli/conll/rdf/CoNLLRDFUpdaterFactory.java,4f49b0dd21f0cfe1898b860851c18fcd891fdf13,76,ES_COMPARING_STRINGS_WITH_EQ,2,no replay but fix,,Accept and fix,,
https://github.com/EvoSuite/evosuite/pull/342,client/src/main/java/org/evosuite/symbolic/dse/algorithm/strategies/KeepSearchingCriteriaStrategy.java,c1394624e4b571f9a419087391f77e4906bdfde1,33,NM_METHOD_NAMING_CONVENTION,3,"Thanks for the comment, just updated it.",merged,Accept and fix,,
https://github.com/sv3tlana742/UIAutomation_HW/pull/2,src/test/java/lesson_5/CoursesFreeTest.java,361bc5f1ec206c977a9c904e5a4426adf5f52d5e,13,NM_METHOD_NAMING_CONVENTION,2,,,,,
https://github.com/Preeti8600/githubdemo/pull/2,ResourceLeak.java,7e2fe0f791067cd02b11c32d7c507455304b6f07,25,DM_RUN_FINALIZERS_ON_EXIT,2,,,,,
https://github.com/Preeti8600/githubdemo/pull/2,ResourceLeak.java,7e2fe0f791067cd02b11c32d7c507455304b6f07,53,SA_SELF_ASSIGNMENT,1,,,,,
https://github.com/Preeti8600/spring-cloud-alibaba/pull/1,spring-cloud-alibaba-starters/spring-cloud-alibaba-commons/src/main/java/com/alibaba/cloud/commons/io/FileUtils.java,994d064a8b70e871f665a3e229177ce64154fe8f,115,DM_RUN_FINALIZERS_ON_EXIT,2,,,,,
https://github.com/NCIEVS/evsrestapi/pull/66,src/test/java/gov/nih/nci/evs/api/controller/ConceptControllerTests.java,fd9ed56bb65307331ae283537d340293d3c18f15,1212,ES_COMPARING_STRINGS_WITH_EQ,2,,merged,,,
https://github.com/danielz9999/Shogi/pull/1,piece.java,47a04513b29b441d6edfeb2a8dbfb1baa7bbb2fb,3,NM_CLASS_NAMING_CONVENTION,2,,closed,,,
https://github.com/Byron-MN-FRC/OC/pull/1,src/main/java/frc/robot/commands/startGateMotor.java,1f17a95b5865f726bf31bb0a501864a7ded357ab,23,NM_CLASS_NAMING_CONVENTION,2,,,,,
https://github.com/brianlarson733/Great-Lakes-Support/pull/34,Ray's Adventure/raysAdventure/src/prototype/items/Inventory.java,e736d23a3c272ed602ca59686cf7836fd9a7cb5d,19,NM_METHOD_NAMING_CONVENTION,2,,merged,,,
https://github.com/Edodums/OOP20-space-cstm/pull/6,src/main/views/View.java,830d7a9a7ba31eca1c52015b5b998883e44576c1,45,UI_INHERITANCE_UNSAFE_GETRESOURCE,2,"That's true, thanks for the suggestion, good bot <3",,Accept,,
https://github.com/openmrs/openmrs-distro-referenceapplication/pull/309,ui-tests/src/test/java/org/openmrs/reference/EditFormTest.java,7f64e20c3195383b1aef185605d494651ee345d2,36,NM_METHOD_NAMING_CONVENTION,2,i will have to close this and make a better pr for this ticket,,Accept and fix,,
https://github.com/openmrs/openmrs-distro-referenceapplication/pull/340,ui-tests/src/test/java/org/openmrs/reference/AddDiagnosisToVisitNoteTest.java,b9d1dfd4f51101e571697fd84322775f2f284176,42,NM_METHOD_NAMING_CONVENTION,2,@lyndseyBeil Thanks for this cache. Its a good idea if you create a ticket for this and go a head to work on it. cc: @gracepotma,further work,Accept,,
https://github.com/openmrs/openmrs-distro-referenceapplication/pull/334,ui-tests/src/test/java/org/openmrs/reference/AddDiagnosisToVisitNoteTest.java,1016bf0e7dd1f7968491d5bcb64fcd38c482b4a2,40,NM_METHOD_NAMING_CONVENTION,2,,merged,,,
https://github.com/AndrewK33/Java_CORE_2/pull/6,src/main/java/Lesson_3/workForArray.java,2e3a431f5ead754a622f25536eb6b2e8ec012805,7,NM_CLASS_NAMING_CONVENTION,2,,merged,,,
https://github.com/AndrewK33/Java_CORE_2/pull/5,src/main/java/Lesson_3/workForArray.java,ae1a2d89f53fb982ad7adbc586f6f866b1689477,7,NM_CLASS_NAMING_CONVENTION,2,,merged,,,
https://github.com/KhadhraouiRamzi/smart_back_end/pull/1,src/main/java/com/example/demo/entite/user.java,09ff53f6fdc3649ca552c9144982c20adc800d2f,13,NM_CLASS_NAMING_CONVENTION,2,,closed,,,
https://github.com/timurjava/smart-home-2020/pull/4,src/main/java/ru/sbt/mipt/oop/Alarm/AlarmTest.java,900b0291ea683ecf005877f8f7c6f3c06cbf98c5,28,NM_METHOD_NAMING_CONVENTION,3,,,,,
https://github.com/timurjava/smart-home-2020/pull/5,src/main/java/ru/sbt/mipt/oop/Alarm/AlarmTest.java,900b0291ea683ecf005877f8f7c6f3c06cbf98c5,28,NM_METHOD_NAMING_CONVENTION,3,,,,,
https://github.com/SourcePointUSA/android-cmp-app/pull/323,cmplibrary/src/test/java/com/sourcepoint/gdpr_cmplibrary/ConsentLibBuilderTest.java,7bdb1d68ee41b4af65d0485c005ee4399c8d2e98,87,NM_METHOD_NAMING_CONVENTION,2,,closed,,,
https://github.com/justincnn/BilibiliTask/pull/3,src/test/java/top/srcrs/util/SendTest.java,6c36ded06fcdc7fe3524e5e3afd007d9b301e9d5,21,NM_METHOD_NAMING_CONVENTION,3,,This repository has been disabled,404 Not Found,,
https://github.com/Siddhant-K-code/ds-algo-solutions/pull/1,Algorithms/Bit Manipulation/And Product/solution.java,9209412314e9807202afda8a74e34c0f2ef75396,9,NM_CLASS_NAMING_CONVENTION,2,,,404 Not Found,,
https://github.com/AlyonaArlova/HW05032021/pull/2,src/task1.java,9be2977d2a05cbfbb07a14cac3180d2821146948,3,NM_CLASS_NAMING_CONVENTION,2,,merged,,,
https://github.com/Alex80804/geekbrains-java-base1/pull/2,src/main/java/lesson2/Lesson2Tasks.java,46e6a1ff233c5c26895fa70d6302b195ef2280fc,3,NM_CLASS_NAMING_CONVENTION,2,thumb emoji,,Accept,,
https://github.com/zoerAleksandr/GeekBrainsLesson/pull/6,src/com/zoerAleksandr/lesson5/Main.java,00a5996dcfb2e3e4b172ec32d7692646a90fb9ea,17,VA_FORMAT_STRING_USES_NEWLINE,2,,merged,,,
https://github.com/OriBlanka/AndroindMilab/pull/6,FinalProject/client/app/src/main/java/com/runbuddy/LoginActivity.java,698c2078079fe03206e5a211c8d1f5c15be2605e,65,NM_METHOD_NAMING_CONVENTION,3,,merged,,,
https://github.com/ArturioBoss/SpringJava/pull/1,src/main/java/ru/arturios/Commands.java,c0790cd1a9b66bad5813d05f1df6981ac1ae2725,29,VA_FORMAT_STRING_USES_NEWLINE,2,,,,,
https://github.com/ArturioBoss/SpringJava/pull/2,src/main/java/ru/arturios/Commands.java,78a44ff6790a63e4e6a9a79f89f60aa511cfd83a,29,VA_FORMAT_STRING_USES_NEWLINE,2,,,,,
https://github.com/togamek/JavaExercises/pull/1,jyanken.java,0f0f80e90b2e354f252b166bb70ac5d7749b2459,5,NM_CLASS_NAMING_CONVENTION,2,,,,,
https://github.com/PaulFrere/spring-boot-project/pull/2,src/main/java/ru/geekbrains/boot/controllers/ProductController.java,b4d387a75fd733b89040e3da49dde9e906986fdd,18,NM_METHOD_NAMING_CONVENTION,2,,,,,
https://github.com/gek-m/CalculatorJM/pull/2,app/src/main/java/com/example/calculatorjm/domain/CalcImplementation.java,8a5f2cf114eb2e8b8dc3720b93de1f7da7ca2db4,6,NM_METHOD_NAMING_CONVENTION,2,,,404 Not Found,,
https://github.com/magnusua/Calculator/pull/3,app/src/main/java/com/kugot/android1/calculator/Calculator.java,92c46c9394ab221bc72e239f9796a7bc9b2eb1f4,34,DMI_USING_REMOVEALL_TO_CLEAR_COLLECTION,2,"thank you, now I understand it better.",,Accept,,
https://github.com/techflash/core-java/pull/5,src/test/java/rough/FileTests.java,febf94b0fd145d5407e3959cb56165e402d086f1,15,NM_METHOD_NAMING_CONVENTION,2,Never thought someone will look at my shitty test code... thanks a lot Elli! ,,Accept,,
https://github.com/quarano/quarano-application/pull/201,backend/src/main/java/quarano/sormas_integration/SormasClient.java,edf7015f15382131432739514cbc6f02f63b2139,57,NM_METHOD_NAMING_CONVENTION,3,,closed,,,
https://github.com/Olga0103/algorithms/pull/6,src/lession_4/LinkedList.java,5543f4292e53621a0e545feb8779713e6b789dd0,5,NM_SAME_SIMPLE_NAME_AS_SUPERCLASS,1,,closed,,,
https://github.com/vesoft-inc/nebula-java/pull/274,client/src/test/java/com/vesoft/nebula/client/graph/data/TestData.java,3dd6e5a3bbb8d08eb76a52aa0ec0dcdac7bdd512,143,DM_STRING_CTOR,2,,closed,,,
https://github.com/vesoft-inc/nebula-java/pull/273,client/src/test/java/com/vesoft/nebula/client/graph/data/TestData.java,3dd6e5a3bbb8d08eb76a52aa0ec0dcdac7bdd512,143,DM_STRING_CTOR,2,,closed,,,
https://github.com/vesoft-inc/nebula-java/pull/275,client/src/test/java/com/vesoft/nebula/client/graph/data/TestData.java,86f8b5e66557a114380e903ce79fc8fed03a7fc6,143,DM_STRING_CTOR,2,"Thanks for your attention! It is just the test code. And the test code strings, if not reused, in fact, the memory usage is no different.",,Accept,,
https://github.com/Amit1199/Project/pull/1,covax/src/main/java/in/edac/controller/HospitalDao.java,b8ef848a65e0ddcc40a899dad88368df2e9865fd,34,NM_METHOD_NAMING_CONVENTION,2,,,,,
https://github.com/nearApp-proyect/nearapp-backend/pull/2,src/main/java/com/backend/nearapp/model/usuario.java,59441a5d8cdd0a7b722cdd5e56cecd0fb5c9a4dd,11,NM_CLASS_NAMING_CONVENTION,2,,merged,,,
https://github.com/greenteacups/Just-Cosmetics/pull/1,src/main/java/cosmetics/RemoveEffects.java,bb50e00a65bc64220b096a12434042948d5ec0aa,19,NM_METHOD_NAMING_CONVENTION,2,,merged,,,
https://github.com/project-ncl/pnc/pull/3486,termd-build-driver/src/main/java/org/jboss/pnc/termdbuilddriver/DefaultClientFactory.java,db77913b32f54b3baa78b130122f684ff05a49fd,128,RV_EXCEPTION_NOT_THROWN,2,,closed,,,
https://github.com/wso2/carbon-apimgt/pull/9971,components/apimgt/org.wso2.carbon.apimgt.throttling.siddhi.extension/src/test/java/org/wso2/carbon/apimgt/throttling/siddhi/extension/ThrottlingTimeLengthWindowTestCase.java,62c30622d3cd0a0f1e68589440ae7f03959e3d82,59,NM_METHOD_NAMING_CONVENTION,3,,merged,,,
https://github.com/BichevoyIgor/newJavaChat/pull/1,client/src/main/java/sample/Controller.java,25330867d166c864c2c71a72263525121247c94f,263,NM_METHOD_NAMING_CONVENTION,2,,,,,
https://github.com/AY2021S2-CS2103-T16-3/tp/pull/62,src/test/java/seedu/address/logic/commands/RemarkCommandTest.java,828ee5615aff76409d16cac9cf57d6e91f20004c,119,EC_NULL_ARG,2,,closed,,,
https://github.com/AY2021S2-CS2103-T16-3/tp/pull/62,src/test/java/seedu/address/logic/commands/RemarkCommandTest.java,828ee5615aff76409d16cac9cf57d6e91f20004c,116,SA_SELF_COMPARISON,2,,closed,,,
https://github.com/Neelam-dev/newdemo/pull/1,NewDemo/src/test/java/Demo1.java,984b301c2d69780fcd7e755c36b9dc41aa19a383,32,NM_METHOD_NAMING_CONVENTION,2,,merged,,,
https://github.com/paceville/ElenaBogacheva_LevelUP/pull/8,src/test/java/homework_5/task_1/isNegativeTest.java,5be133c44f695f18bc10cb5014eebe3ab991e4e8,8,NM_CLASS_NAMING_CONVENTION,2,,,,,
https://github.com/WillemMBotha20/PRG381Project/pull/14,BusinessLogicLayer/Menu.java,9292f63ab26286f327d318016971efea98b36a0e,15,NM_METHOD_NAMING_CONVENTION,2,confused emoji,,Not interested,,
https://github.com/MariaNazar/blogPessoal/pull/6,blogPessoal/src/main/java/org/generation/blogPessoal/controller/usuarioController.java,a161e6f15fbbcc76be462caa33318ec5b2601e15,22,NM_CLASS_NAMING_CONVENTION,2,,,404 Not Found,,
https://github.com/MariaNazar/blogPessoal/pull/4,blogPessoal/src/main/java/org/generation/blogPessoal/seguranca/basicSecurityConfig.java,4250dbab0907ed66ac47333666c456fc7de588f5,15,NM_CLASS_NAMING_CONVENTION,2,,,404 Not Found,,
https://github.com/MariaNazar/blogPessoal/pull/5,blogPessoal/src/main/java/org/generation/blogPessoal/service/UsuarioService.java,175862037809970878f228b976fed188110c62c1,22,NM_METHOD_NAMING_CONVENTION,2,,,404 Not Found,,
https://github.com/zimi-pl/zadanka/pull/2,src/main/java/pl/zimi/zadanka/Zad4.java,cb89cef33ae91df7d4bc7cdb5e0037974be5f27b,57,ES_COMPARING_STRINGS_WITH_EQ,2,Thx a lot! now that's make a sense!,,Accept,,
https://github.com/zimi-pl/zadanka/pull/2,src/main/java/pl/zimi/zadanka/Zad4.java,cb89cef33ae91df7d4bc7cdb5e0037974be5f27b,43,DM_STRING_VOID_CTOR,2,"Ok, I will change that",fix,Accept and fix,,
https://github.com/zimi-pl/zadanka/pull/2,src/test/java/pl/zimi/zadanka/Zad4Test.java,cb89cef33ae91df7d4bc7cdb5e0037974be5f27b,24,NM_METHOD_NAMING_CONVENTION,3,"Ok, it will be changed.",fix,Accept and fix,,
https://github.com/HugoPeters/N64LoaderWV-DinoPlanet/pull/2,src/main/java/n64loaderwv/DPDLL.java,ee78c3b7c1f837a7748b9713ef3911fe66bf2e62,73,NM_METHOD_NAMING_CONVENTION,3,confused emoji,,Not interested,,
https://github.com/evgeniiruchko/HomeWork7/pull/1,src/ru/geekbrains/Java3/TestedMethods.java,8b559ef4e32f5c3a05f4fb4821830f302a50404d,6,NM_METHOD_NAMING_CONVENTION,2,,,,,
https://github.com/gary1998/security-advisor-sdk-java/pull/1,modules/common/src/main/java/com/ibm/cloud/securityadvisor/common/SdkCommon.java,026fc3b02c354d08a28dc7631c35363cded1f4aa,191,ES_COMPARING_STRINGS_WITH_EQ,2,,,404 Not Found,,
https://github.com/future-stardust/url-shrtnr-last/pull/29,src/main/java/edu/kpi/testcourse/model/ErrorResponse.java,ecec0b56433a6120d0fcb6bf73e460d476e3b953,9,NM_METHOD_NAMING_CONVENTION,2,This is not a method.,fp,Marked as fp,SpotBugs Report,
https://github.com/NadezhdaPenkrat/Java_FreeIT/pull/3,lesson_3/src/com/freeit/methodicaltasks/Task21BuilderBufferString.java,557cf2c5d55879e53961c70d4d27f82b222d6ce0,15,DM_STRING_VOID_CTOR,2,"thank you, i read the chapter deeper for a better understanding and try to correct it",fix,Accept and fix,,
https://github.com/ls1intum/Artemis/pull/2977,src/test/java/de/tum/in/www1/artemis/service/compass/controller/AutomaticAssessmentControllerTest.java,a76167a9a8c44c6665166e25ac238bb5365dfb5b,170,SA_SELF_COMPUTATION,2,,,Marked as resolved but did not reply,,
https://github.com/TheNeonLightning/smart-home-2021/pull/2,src/test/java/ActionableSmartHomeTest.java,6aef65cc222fc55ef9c5138a72b0cbef0ec0dc8c,26,NM_METHOD_NAMING_CONVENTION,2,,closed,,,
https://github.com/49470488/BilibiliTask/pull/1,src/test/java/top/srcrs/util/SendTest.java,74b513c770fd54d7e64b75a64c1a28e1407bfe9e,35,NM_METHOD_NAMING_CONVENTION,3,,,404 Not Found,,
https://github.com/49470488/BilibiliTask/pull/2,src/test/java/top/srcrs/util/SendTest.java,a3b8cc80d46bc816e7482d40ae520c8ecdeeeb3f,35,NM_METHOD_NAMING_CONVENTION,3,,,404 Not Found,,
https://github.com/ddt-syamashita/meikaijava_syamashita/pull/4,meikai_java/src/E_5_6/E_5_6.java,00f73c29c48c387445b3b817ec795384e64e9b8c,26,VA_FORMAT_STRING_USES_NEWLINE,2,这很重要，所以让我们修复格式。 （石井）,,Accept,,
https://github.com/AY2021S2-CS2103-W16-3/tp/pull/119,src/test/java/seedu/partyplanet/model/person/BirthdayTest.java,3caf37ffd40e611b279bee7a45741b4ea32b6f1e,109,SA_SELF_COMPARISON,2,,merged,,,
https://github.com/ateresit/geekbrains_java/pull/20,level_03/hw_04chat/server/src/main/java/server/SQLHandler.java,41300efdfecd18438e582be6b9ed4db74ba4ffc6,110,VA_FORMAT_STRING_USES_NEWLINE,2,,merged,,,
https://github.com/oussamabouguerra/BrainStorm/pull/1,FXMLDocumentController.java,87cf7b896a57c51a86cfd665b4a6c45e5e6085ce,283,NM_METHOD_NAMING_CONVENTION,3,,,,,
https://github.com/AY2021S2-CS2103-T16-2/tp/pull/18,src/test/java/seedu/address/logic/commands/RemarkCommandTest.java,c586410e739dd9d35d926bd44044e6548e771ccd,123,EC_NULL_ARG,2,,,,,
https://github.com/AY2021S2-CS2103-T16-2/tp/pull/18,src/test/java/seedu/address/logic/commands/RemarkCommandTest.java,c586410e739dd9d35d926bd44044e6548e771ccd,120,SA_SELF_COMPARISON,2,,,,,
https://github.com/Azure/azure-sdk-for-java/pull/19926,sdk/containerregistry/azure-containers-containerregistry/src/test/java/com/azure/containers/containerregistry/authentication/ContainerRegistryClientPolicyTest.java,7cbec67d81e3a2a3ea8fff7b3c10df79bd290c55,120,SA_SELF_COMPARISON,2,,delete,,,
https://github.com/Azure/autorest.java/pull/969,androidgen/src/main/java/com/azure/autorest/android/template/AndroidClientMethodTemplate.java,6656f40d1264c540fd5f39f458d9aa40f71ad242,72,VA_FORMAT_STRING_USES_NEWLINE,2,Thank you. I wasn't aware of that. I'll update this,,Accept and fix,,
https://github.com/DavidZhar/2020-12-otus-java-Zharnitskiy/pull/9,hw15/src/test/java/ru/otus/listener/homework/HistoryListenerTest.java,0657a0331f19e5ade3228b4ee03bec487b450351,18,NM_METHOD_NAMING_CONVENTION,3,,,,,
https://github.com/SoftEng-HEIGVD/https-github.com-SoftEng-HEIGVD-Teaching-HEIGVD-RES-2021-Labo-Java-IO/pull/35,LabJavaIO/src/main/java/ch/heigvd/res/labio/impl/Application.java,973334ef831f2acf36ba6e690575b1677c946dc8,135,DM_STRING_VOID_CTOR,2,"Fixed it, the string is now initialized with empty string",,Accept and fix,,
https://github.com/SoftEng-HEIGVD/https-github.com-SoftEng-HEIGVD-Teaching-HEIGVD-RES-2021-Labo-Java-IO/pull/45,LabJavaIO/src/main/java/ch/heigvd/res/labio/impl/explorers/DFSFileExplorer.java,dad67d2f99732c811ed7bd2f150b42ab17ce3e59,32,NM_METHOD_NAMING_CONVENTION,3,,,,,
https://github.com/DmitryLapitsky/2020_12_OTUS_java_Lapitsky/pull/10,hw07/src/main/java/ru/otus/listener/ListenerPrinter.java,1e9bc8975d2838abf64c205aab05913e70e6ea34,9,VA_FORMAT_STRING_USES_NEWLINE,2,,merged,,,
https://github.com/thesamebox/Lesson_7_8/pull/6,server/src/main/java/AuthService.java,369a682a10bbe2f581a8ce99008b36a642fe7f4d,2,NM_METHOD_NAMING_CONVENTION,3,,,,,
https://github.com/thesamebox/Lesson_7_8/pull/6,server/src/main/java/server.java,369a682a10bbe2f581a8ce99008b36a642fe7f4d,14,NM_CLASS_NAMING_CONVENTION,2,,,,,
https://github.com/thesamebox/Lesson_7_8/pull/4,server/src/main/java/AuthService.java,67dcedba0e08a9a5a3e501697b74980e04067791,2,NM_METHOD_NAMING_CONVENTION,3,,,,,
https://github.com/thesamebox/Lesson_7_8/pull/5,server/src/main/java/AuthService.java,be8815fdbf4994b5a6299fbfd56b7818e41d7e15,2,NM_METHOD_NAMING_CONVENTION,3,,,,,
https://github.com/thesamebox/Lesson_7_8/pull/5,server/src/main/java/server.java,be8815fdbf4994b5a6299fbfd56b7818e41d7e15,16,NM_CLASS_NAMING_CONVENTION,2,,,,,
https://github.com/highlandervova/demo/pull/4,src/main/java/service/OptionService.java,2d02171dda261808195458681d3d7d8665b45532,43,DMI_RANDOM_USED_ONLY_ONCE,1,,,,,
https://github.com/ErvaErgul/Erva/pull/1,InternationalFlight/button2.java,777c422129a76ff2be5e517ea66acb1a62b91b88,10,NM_CLASS_NAMING_CONVENTION,3,,404 Not Found,404 Not Found,,
https://github.com/AndrewCMoore/Software-Security-Metrics-Calculator/pull/50,src/Report_Generation/GenerateHTML.java,1312b80043d0420275ff3f762bebc5abf7d4b31e,604,NM_METHOD_NAMING_CONVENTION,2,"Thank your for the suggestion, your right about the naming problem, I'll fix that in the next couple of days.Out of Curiosity how did you find this project? Because it's a school project",fix,Accept and fix,,
https://github.com/agonyforge/arbitrader/pull/359,src/main/java/com/r307/arbitrader/service/NotificationServiceImpl.java,d4cbcbe2b6654567fbb6bac8bbf8aa0cea78d030,105,VA_FORMAT_STRING_USES_NEWLINE,2,,,,,
https://github.com/IDoGeEeeeI/Dz-1/pull/1,Rain1/src/main/java/Less1.java,f80a70c3b25ab4f9a5ac593196e13233e50e08b0,9,CNT_ROUGH_CONSTANT_VALUE,1,,404 Not Found,404 Not Found,,
https://github.com/f-lab-edu/careers/pull/5,src/test/java/com/dev/careers/service/CuratorServiceTest.java,510ae49d3333d145e68c5bec8b2d78062e813b36,20,NM_METHOD_NAMING_CONVENTION,2,thumb emoji,,Accept,,
https://github.com/Vsevolod9698/Avenga/pull/11,src/main/java/TestBrowser/PageObjectTest.java,be47b492690c642b712eb199770e6262cbf0460d,75,NM_METHOD_NAMING_CONVENTION,2,,404 Not Found,404 Not Found,,
https://github.com/Vsevolod9698/Avenga/pull/14,src/test/java/AssuredTest.java,6a125090dc6b3701d82126083795786d414249b1,11,NM_METHOD_NAMING_CONVENTION,2,,404 Not Found,404 Not Found,,
https://github.com/l0197d/Java.HW-3.4.1/pull/2,src/test/java/ru/netology/manager/AfishaManagerTest.java,03dc0d306dd7d3d583290bdcea5903967835ceaa,54,NM_METHOD_NAMING_CONVENTION,3,,,,,
https://github.com/Hurence/logisland/pull/574,logisland-components/logisland-services/logisland-service-elasticsearch/logisland-service-elasticsearch_7_x-client/src/main/java/com/hurence/logisland/service/elasticsearch/ElasticsearchRecordConverter.java,22a433ab75df3ef948d8a0d765964c19b44b354b,44,DM_STRING_CTOR,2,create a commit,,Accept and fix,,
https://github.com/JakeWharton/dagger-reflect/pull/214,reflect/src/main/java/dagger/reflect/ReflectiveAssistedFactoryLookupFactory.java,2f99a89ce59040a2e027655e528a017d14a75f68,36,VA_FORMAT_STRING_USES_NEWLINE,2,,,,,
https://github.com/ducdai1994/ac/pull/1,src/com/ducdai/strust/gitttt.java,12a817200d0a44ea252196ac3ce7c8e8fb1b0496,3,NM_CLASS_NAMING_CONVENTION,2,,,,,
https://github.com/ifpb-cz-ads/poo-2020-2-ac07-team-alanjoaoemanuel/pull/1,CBBAtividadePratica1.java,d6207c53ab7c8c6250db51e672435e798ece218d,7,DM_STRING_CTOR,2,,404 Not Found,404 Not Found,,
